datetime,temp_mean,temp_min,temp_max
2023-06-05,21.523611111111112,14.65,28.75
2023-06-06,21.947916666666668,14.35,30.45
2023-06-07,23.217361111111114,13.85,32.65
2023-06-08,26.26215277777778,16.75,35.65
2023-06-09,29.78298611111111,23.1,37.15
2023-06-10,24.33923611111111,20.05,29.85
2023-06-11,23.405902777777776,16.55,30.75
2023-06-12,24.352083333333333,16.5,31.5
2023-06-13,23.373611111111114,16.8,28.8
2023-06-14,22.944097222222222,17.1,29.7
2023-06-15,22.71701388888889,16.7,29.0
2023-06-16,25.54409722222222,15.85,34.3
2023-06-17,27.931597222222223,20.85,38.9
2023-06-18,23.28611111111111,17.4,29.4
2023-06-19,21.76388888888889,14.15,28.3
2023-06-20,22.984027777777776,17.0,28.5
2023-06-21,24.29201388888889,20.0,31.55
2023-06-22,23.881944444444443,16.85,31.9
2023-06-23,24.839930555555554,18.65,32.45
2023-06-24,25.424475524475522,19.3,32.65
2023-06-25,25.772916666666667,17.75,34.0
2023-06-26,25.201736111111114,18.8,32.3
2023-06-27,24.199290780141844,14.85,32.9
2023-06-28,24.540625,15.75,32.8
2023-06-29,24.4375,18.4,31.2
2023-06-30,24.38888888888889,17.8,31.6
2023-07-01,25.231818181818184,20.1,32.05
2023-07-02,24.685314685314687,19.25,31.6
2023-07-03,25.276041666666668,17.7,34.2
2023-07-04,26.836111111111112,16.8,36.95
2023-07-05,25.977430555555557,18.1,33.85
2023-07-06,25.637500000000003,20.95,32.55
2023-07-07,25.59861111111111,20.6,31.15
2023-07-08,26.719097222222224,21.5,33.2
2023-07-09,26.757291666666667,22.3,33.45
2023-07-10,26.09826388888889,22.0,32.65
2023-07-11,26.911458333333332,22.45,33.9
2023-07-12,26.565384615384616,19.55,34.05
2023-07-13,25.826293103448275,20.75,33.55
2023-07-14,25.508878504672897,21.3,33.6
2023-07-15,24.938271604938272,20.35,33.1
2023-07-16,25.018023255813954,20.75,34.85
2023-07-17,29.652564102564103,19.35,38.65
2023-07-18,28.257986111111112,18.9,36.85
2023-07-19,27.208333333333332,18.65,36.7
2023-07-20,28.49756944444444,18.75,37.95
2023-07-21,27.774305555555557,21.0,36.3
2023-07-22,27.403819444444444,16.35,36.7
2023-07-23,28.507291666666667,18.35,38.0
2023-07-24,29.653125000000003,20.8,38.4
2023-07-25,29.415734265734265,22.05,38.3
2023-07-26,29.301388888888887,21.25,38.2
2023-07-27,29.93159722222222,19.9,39.1
2023-07-28,29.086013986013988,19.45,38.15
2023-07-29,26.691666666666666,18.2,35.4
2023-07-30,27.318402777777777,22.75,34.05
2023-07-31,27.672222222222224,21.75,36.25
2023-08-01,28.30034722222222,20.65,37.2
2023-08-02,29.00416666666667,22.1,36.85
2023-08-03,26.742361111111112,20.2,34.6
2023-08-04,26.211111111111112,18.95,33.85
2023-08-05,27.593055555555555,21.8,34.8
2023-08-06,27.884375,20.0,36.25
2023-08-07,28.149652777777778,18.3,37.8
2023-08-08,27.091319444444444,20.15,34.6
2023-08-09,26.963194444444444,21.4,34.35
2023-08-10,26.570486111111112,20.25,34.4
2023-08-11,26.650694444444444,21.65,33.1
2023-08-12,27.336458333333333,22.7,32.95
2023-08-13,28.87847222222222,25.5,35.5
2023-08-14,27.59201388888889,25.55,30.65
2023-08-15,27.57986111111111,24.1,34.05
2023-08-16,27.5625,23.95,33.75
2023-08-17,27.850694444444443,24.35,34.6
2023-08-18,27.452083333333334,22.95,34.2
2023-08-19,28.070833333333333,25.45,33.5
2023-08-20,27.393055555555556,24.5,33.0
2023-08-21,26.893749999999997,22.45,32.85
2023-08-22,26.320138888888888,20.5,33.75
2023-08-23,27.074305555555554,21.55,35.75
2023-08-24,26.40138888888889,20.05,34.8
2023-08-25,26.047222222222224,18.9,34.05
2023-08-26,26.299305555555556,20.15,33.8
2023-08-27,26.038541666666667,18.85,33.75
2023-08-28,25.888194444444444,17.85,33.2
2023-08-29,26.408680555555556,21.0,32.6
2023-08-30,26.360069444444445,18.2,35.85
2023-08-31,27.244097222222223,17.75,36.45
